start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter   2667/10000000, B2668, 8.5 Mt | Loss  1.418059, PPL      4.13  1.426664 | F  74.9 ms, B 218.3 ms | 10.84 Kt/s | O: et’s make an important note here – the benefits from red wine is | P:  let’s make an important note here – the benefits from red wine,  ||
Iter   2668/10000000, B2669, 8.5 Mt | Loss  1.850026, PPL      6.36  1.831247 | F 101.9 ms, B 229.8 ms | 9.58 Kt/s | O: ecover from them. Read on to discover how to build resilience in | P: ver from them. illness on to discover how to build resilience of  ||
Iter   2669/10000000, B2670, 8.5 Mt | Loss  2.325745, PPL     10.23  1.439925 | F  79.4 ms, B 263.5 ms | 9.27 Kt/s | O:  his grain, which he surveys.\nOn th’earth a scanty heap of corn | P: f to store his grain, which hege.\nOn th’ serv aFiley opp of the  ||
Iter   2670/10000000, B2671, 8.5 Mt | Loss  1.714025, PPL      5.55  1.652745 | F  95.3 ms, B 232.3 ms | 9.70 Kt/s | O: don’t think or get “confused”. They don’t know their names. They | P: ’t think or get “ downtimeused”. They don’t know their names. It  ||
Iter   2671/10000000, B2672, 8.5 Mt | Loss  1.396688, PPL      4.04  1.499946 | F  94.9 ms, B 245.2 ms | 9.35 Kt/s | O: pressed and bitter. If we avoid the bitter taste in our diet, we | P:  and vegetable. If we avoid the vegetable taste in our diet, can  ||
Iter   2672/10000000, B2673, 8.6 Mt | Loss  2.083554, PPL      8.03  1.265972 | F 107.4 ms, B 217.9 ms | 9.77 Kt/s | O:  Furthermore, mass communications and technological changes have | P: diately. supplies, mass participant and technological changes to  ||
Iter   2673/10000000, B2674, 8.6 Mt | Loss  1.804490, PPL      6.08  1.512077 | F  86.7 ms, B 222.8 ms | 10.26 Kt/s | O:  digital devices at least one hour before you go to bed, and don | P:  digital devices at least one hour before you go to bed, and you  ||
Iter   2674/10000000, B2675, 8.6 Mt | Loss  2.002950, PPL      7.41  1.534443 | F  78.0 ms, B 219.6 ms | 10.68 Kt/s | O: found in products from other lesser-known names.\nLook out for B | P: products from other pushed biological names.\n Three out for the  ||
Iter   2675/10000000, B2676, 8.6 Mt | Loss  1.754416, PPL      5.78  1.419437 | F  94.0 ms, B 260.9 ms | 8.97 Kt/s | O: it discharges air by drawing air into the unit directly from the | P: t dis iodine air by children air into the unit directly from the  ||
Iter   2676/10000000, B2677, 8.6 Mt | Loss  2.108865, PPL      8.24  1.663870 | F  77.5 ms, B 214.9 ms | 10.83 Kt/s | O:  is used for viewing objects.\nFigure 6: Diagram of Telescope of | P: fer emergence and is used for Mac objects.\nigan 6:bard offan is  ||
Iter   2677/10000000, B2678, 8.6 Mt | Loss  1.629861, PPL      5.10  1.467457 | F  78.9 ms, B 212.3 ms | 10.91 Kt/s | O: o prevent extreme arrogance caused due to such extravagance from | P: no. So, to prevent extreme Skill caused due to suchfan released,  ||
Iter   2678/10000000, B2679, 8.6 Mt | Loss  1.908980, PPL      6.75  1.460010 | F  74.5 ms, B 209.7 ms | 11.18 Kt/s | O: ome cancer. Most Clorectal cancers tend to be \”silent\” tumors. | P: cer. capacity Clore6 Level tend to beassing” mortaroral” tumors,  ||
Iter   2679/10000000, B2680, 8.6 Mt | Loss  1.899215, PPL      6.68  1.735897 | F  79.6 ms, B 229.1 ms | 10.29 Kt/s | O: e of trying healthy recipes without moralistic labeling of foods | P: try of trying healthy-owned without peaceistic domination of the  ||
Iter   2680/10000000, B2681, 8.6 Mt | Loss  1.401372, PPL      4.06  1.626550 | F 100.9 ms, B 219.1 ms | 9.92 Kt/s | O: reases. Due to the collision some molecules break to form atoms. | P: r increases. Due to the shelf some thoughts break to form grain,  ||
Iter   2681/10000000, B2682, 8.6 Mt | Loss  1.706752, PPL      5.51  1.418100 | F  67.5 ms, B 231.2 ms | 10.64 Kt/s | O: after and treat its members. They can help your child trust that | P: ook after and treat its members. They can help your child trust,  ||
Iter   2682/10000000, B2683, 8.6 Mt | Loss  1.784090, PPL      5.95  1.449130 | F  76.4 ms, B 241.6 ms | 10.00 Kt/s | O:  selected patterns and prior knowledge to apply new information. | P:  selected patterns and prior knowledge to apply new information.  ||
Iter   2683/10000000, B2684, 8.6 Mt | Loss  2.006865, PPL      7.44  1.499895 | F  83.7 ms, B 255.3 ms | 9.38 Kt/s | O:  exchange crypto were created such as the Cryptopunks which were | P: xchangecharges were created such as the ACop subsidies which the  ||
Iter   2684/10000000, B2685, 8.6 Mt | Loss  1.738318, PPL      5.69  1.626603 | F  86.1 ms, B 231.2 ms | 10.02 Kt/s | O: tified with vitamin D. A cup of fortified milk can provide up to | P: k arecribed with vitamin D. A]\n ofstring milk can provide up of  ||
Iter   2685/10000000, B2686, 8.6 Mt | Loss  2.400755, PPL     11.03  1.535240 | F  88.8 ms, B 252.5 ms | 9.32 Kt/s | O: ht,” seemed infused with a sad, lonesome air. Few knew then that | P: d MP with a collectively, l nutritionalome air. op knew then the  ||
Iter   2686/10000000, B2687, 8.6 Mt | Loss  1.510907, PPL      4.53  1.643147 | F  75.3 ms, B 216.6 ms | 10.88 Kt/s | O: s individuals may refuse assistance. Some common factors include | P: ons why Da individuals may mail assistance. Some common factors,  ||
Iter   2687/10000000, B2688, 8.6 Mt | Loss  1.614850, PPL      5.03  1.654594 | F  71.9 ms, B 255.9 ms | 9.70 Kt/s | O: ves of those impacted by it.\nHow can a state respond to chronic | P: e lives of those impacted by it.\nHow can a state respond to the  ||
Iter   2688/10000000, B2689, 8.6 Mt | Loss  1.566707, PPL      4.79  1.481990 | F  91.2 ms, B 222.1 ms | 10.15 Kt/s | O: o assist districts and customers, links to commonly needed forms | P: ght.\nTo assist chips and customers, links to commonly needed to  ||
Iter   2689/10000000, B2690, 8.6 Mt | Loss  2.113347, PPL      8.28  1.710928 | F  86.4 ms, B 238.2 ms | 9.76 Kt/s | O: r control and brain plasticity. Topics in stroke rehabilitation, | P: otor control and brain plasticity. impair in stroke accelerated,  ||
Iter   2690/10000000, B2691, 8.6 Mt | Loss  2.502995, PPL     12.22  1.709587 | F 101.0 ms, B 215.7 ms | 10.02 Kt/s | O: se came from the infamous hip-hop artist LL COOL J. He took this | P: e Portuguese licensed Gaza artist breaker Goddess J. He took was  ||
Iter   2691/10000000, B2692, 8.6 Mt | Loss  1.919715, PPL      6.82  1.911603 | F  68.2 ms, B 208.9 ms | 11.46 Kt/s | O: re are many footprints left by three-toeddinosaurs. Photo: Grzeg | P: are many Goddess position by three-to Teleinaker. statue: Egypt)  ||
Iter   2692/10000000, B2693, 8.6 Mt | Loss  2.319682, PPL     10.17  1.708623 | F  73.0 ms, B 219.4 ms | 10.86 Kt/s | O: your own keywords, we can produce cover letter examples that are | P: ing your own Gaza, we can produce cover letter examples that the  ||
Iter   2693/10000000, B2694, 8.6 Mt | Loss  2.052686, PPL      7.79  2.426491 | F  72.6 ms, B 232.2 ms | 10.42 Kt/s | O: 25m / 26660ft\n- Annapurna I 8091m / 26545ft\n- Gasherbrum I 806 | P: gton5m / Has60-R\n- pounds6 I dot1m /  AC45 Ed\n- cm38fromum I    ||
Iter   2694/10000000, B2695, 8.6 Mt | Loss  1.562772, PPL      4.77  1.708484 | F  75.3 ms, B 209.0 ms | 11.17 Kt/s | O: share of offshore wind in total wind electricity generation will | P:  the share of Level wind in total wind electricity generation to  ||
Iter   2695/10000000, B2696, 8.6 Mt | Loss  1.677227, PPL      5.35  1.610481 | F  72.8 ms, B 202.3 ms | 11.46 Kt/s | O: ey are both visible substances; they are both oval shaped; their | P:  They are both slowly closely; they are both distant shaped; the  ||
Iter   2696/10000000, B2697, 8.6 Mt | Loss  2.314667, PPL     10.12  1.551578 | F  70.5 ms, B 238.8 ms | 10.28 Kt/s | O: ence NAS usage particularly in low risk situations, the industry | P: nence shampoo usage particularly in low risk situations, the the  ||
Iter   2697/10000000, B2698, 8.6 Mt | Loss  1.834803, PPL      6.26  1.680785 | F  68.8 ms, B 221.1 ms | 10.96 Kt/s | O: t, animal (and human) waste, wind and rain, plants, and the like | P: , animal (and human) waste, wind and rain, plants, and the world  ||
Iter   2698/10000000, B2699, 8.6 Mt | Loss  2.063942, PPL      7.88  1.712196 | F  79.8 ms, B 222.9 ms | 10.50 Kt/s | O: dmother mentions a dangerous individual, the Misfit, to make her | P: civic a dangerous individual, the mane homelessness, to make the  ||
Iter   2699/10000000, B2700, 8.6 Mt | Loss  2.095660, PPL      8.13  1.762970 | F  74.3 ms, B 254.4 ms | 9.68 Kt/s | O: robably wondering what you can do about all this. Unfortunately, | P: re probably wondering what you can do about all this. computers,  ||
Iter   2700/10000000, B2701, 8.6 Mt | Loss  1.935957, PPL      6.93  1.739210 | F  70.9 ms, B 217.0 ms | 11.04 Kt/s | O: contains acids, such as sodas or candies, wait 30 minutes before | P: contains acids, such as abdominalas or Everest, wait 30 minutes,  ||
Iter   2701/10000000, B2702, 8.6 Mt | Loss  1.811196, PPL      6.12  1.519549 | F  98.0 ms, B 214.5 ms | 10.17 Kt/s | O:  their surroundings. Having a pet nearby can help them calm down | P: pting by their excess. Having a pet nearby can help them calm to  ||
Iter   2702/10000000, B2703, 8.6 Mt | Loss  1.644163, PPL      5.18  1.458429 | F  75.3 ms, B 210.8 ms | 11.09 Kt/s | O: of this unit to take a look at images that moved people, as well | P:  of this unit to take a look at images that moved people, as the  ||
Iter   2703/10000000, B2704, 8.6 Mt | Loss  2.241037, PPL      9.40  1.487473 | F  71.4 ms, B 250.4 ms | 9.88 Kt/s | O: emselves to.\nTo this day, scientists still don’t know how Hoban | P: themselves to.\nTo this day, scientists still don’t know howleg.  ||
Iter   2704/10000000, B2705, 8.7 Mt | Loss  1.959884, PPL      7.10  1.812355 | F  91.0 ms, B 219.2 ms | 10.25 Kt/s | O:  ancient Chinese volume, The book of changes: “Every human being | P: at ancient Chinese volume, The book of changes: “ bound human of  ||
Iter   2705/10000000, B2706, 8.7 Mt | Loss  1.945744, PPL      7.00  1.538548 | F  86.4 ms, B 230.2 ms | 10.05 Kt/s | O: 's success, the world became a dangerous place and America's new | P: e Project's success, the world became a dangerous place and Ind,  ||
Iter   2706/10000000, B2707, 8.7 Mt | Loss  1.790998, PPL      6.00  1.755233 | F  83.4 ms, B 255.1 ms | 9.40 Kt/s | O:  came here to enlist the help of our reality's Justice Coalition | P: ndship. He came here to satellites the help of our reality'soma,  ||
Iter   2707/10000000, B2708, 8.7 Mt | Loss  1.940599, PPL      6.96  1.666665 | F  75.2 ms, B 218.0 ms | 10.83 Kt/s | O: of readiness on a ship?\nNotice of Readiness. ‘This is a “ . . . | P:  similarity on a director?\n sal of Readiness. ‘This is a “ . .,  ||
Iter   2708/10000000, B2709, 8.7 Mt | Loss  1.999900, PPL      7.39  1.794451 | F 107.1 ms, B 233.0 ms | 9.34 Kt/s | O: tain faulty patterns of thinking, CBT assists them in developing | P: aintainorous patterns of thinking, comparisonsmother them in the  ||
Iter   2709/10000000, B2710, 8.7 Mt | Loss  1.710517, PPL      5.53  2.325022 | F  84.4 ms, B 214.5 ms | 10.64 Kt/s | O: is the first step towards seeking appropriate care and treatment | P: arify is the first step towards seeking appropriate care and and  ||
Iter   2710/10000000, B2711, 8.7 Mt | Loss  1.645141, PPL      5.18  1.501578 | F  84.4 ms, B 212.7 ms | 10.70 Kt/s | O: e role of energy efficiency and energy savings is also presented | P: he role of energy efficiency and energy contemporary is also and  ||
Iter   2711/10000000, B2712, 8.7 Mt | Loss  2.307617, PPL     10.05  1.549221 | F 109.7 ms, B 224.9 ms | 9.50 Kt/s | O: ast of the Triumph of the Cross.\nSeptember 14 comes as a sombre | P: to the rustic of the Yale of the arguments.\natal 14 comes as a   ||
Iter   2712/10000000, B2713, 8.7 Mt | Loss  2.182821, PPL      8.87  1.909980 | F  77.2 ms, B 219.1 ms | 10.72 Kt/s | O: ysis of equivalent circuit and a graphical method of analysis of | P: alysis of equivalent circuit and a Coalition method of analysis,  ||
Iter   2713/10000000, B2714, 8.7 Mt | Loss  2.349389, PPL     10.48  2.242133 | F  74.8 ms, B 223.9 ms | 10.64 Kt/s | O: upling capacitor. 96. What are advantages and disadvantages of O | P: ut Wars001.  superiority. What are advantages and housing of the  ||
Iter   2714/10000000, B2715, 8.7 Mt | Loss  2.292748, PPL      9.90  2.192270 | F  76.1 ms, B 209.3 ms | 11.13 Kt/s | O: are characteristics of LC sine wave oscillator amplifier? Answer | P:   pm. What are characteristics of Quebec tattoo wave tattoo kg?.  ||
Iter   2715/10000000, B2716, 8.7 Mt | Loss  1.988023, PPL      7.30  1.744715 | F  78.7 ms, B 245.1 ms | 9.82 Kt/s | O: in banner shape. Remove the handles from the new anchor point as | P:  shape. medicinal the identical from the new satellites point of  ||
Iter   2716/10000000, B2717, 8.7 Mt | Loss  1.687710, PPL      5.41  1.690166 | F  90.5 ms, B 217.5 ms | 10.32 Kt/s | O: mples include the use of Intelligent Transportation Systems (ITS | P: tion systems. Examples include the use of DP charter Systems ( a  ||
Iter   2717/10000000, B2718, 8.7 Mt | Loss  2.181697, PPL      8.86  1.566431 | F  73.7 ms, B 212.1 ms | 11.10 Kt/s | O:  exposed adults without PTSD and trauma exposed adults with PTSD | P: a exposed heat without vascular and trauma exposed adults with a  ||
Iter   2718/10000000, B2719, 8.7 Mt | Loss  2.003634, PPL      7.42  1.807125 | F 100.0 ms, B 213.5 ms | 10.14 Kt/s | O:  Vicente,\nand Santa Ana Volcanoes.\nSanta María Volcano\n- This | P: o amplifier,\nandasc Answerodia pre Concur amplifier Everest\n-   ||
Iter   2719/10000000, B2720, 8.7 Mt | Loss  2.079843, PPL      8.00  1.630773 | F  86.1 ms, B 216.7 ms | 10.48 Kt/s | O: st they exit partially digested and cause stomach ache.]\nAvicen | P: r they voltage Answer amplifier-rich and cause stomachbiernras\n  ||
Iter   2720/10000000, B2721, 8.7 Mt | Loss  1.578733, PPL      4.85  1.810460 | F  75.2 ms, B 210.1 ms | 11.13 Kt/s | O: an adapt to a changing environment. Based on this definition, we | P: an’d to a changing environment. Teachers on this definition, and  ||
Iter   2721/10000000, B2722, 8.7 Mt | Loss  1.716050, PPL      5.56  1.448453 | F  79.8 ms, B 207.1 ms | 11.05 Kt/s | O: kes them an incomplete security solution in and of themselves. A | P: es them an incomplete security business in and of themselves.The  ||
Iter   2722/10000000, B2723, 8.7 Mt | Loss  1.845517, PPL      6.33  1.604485 | F  86.9 ms, B 211.3 ms | 10.65 Kt/s | O: ther transactions on the network happen faster.Simplifies system | P: ffic, other clearer on the network happen faster.S sineifies and  ||
Iter   2723/10000000, B2724, 8.7 Mt | Loss  1.905551, PPL      6.72  1.426301 | F  78.6 ms, B 200.1 ms | 11.39 Kt/s | O: low).\nSelf-Administered Treatments for Low Back Pain\nNo matter | P: ow).\n cyber- cedar shadeed Answer foroll maliciousYour\none and  ||
Iter   2724/10000000, B2725, 8.7 Mt | Loss  1.986754, PPL      7.29  1.642268 | F  73.6 ms, B 208.5 ms | 11.26 Kt/s | O: base, the 1942 M4 Sherman tank was approximately 230 inches long | P: ine hel, the 1942 M4 Answer ought was approximately  Answer36 of  ||
Iter   2725/10000000, B2726, 8.7 Mt | Loss  2.205833, PPL      9.08  1.635231 | F  96.9 ms, B 249.3 ms | 9.19 Kt/s | O:  (GC) system. This unit separates volatile compounds.\nA protein | P:  is a gas the ( a) system. This unit regime op compounds.\nA the  ||
Iter   2726/10000000, B2727, 8.7 Mt | Loss  1.728233, PPL      5.63  1.727384 | F 101.4 ms, B 211.5 ms | 10.16 Kt/s | O: PR systems, but Cas-3 is actually used 50 percent of the time in | P: tems, but detecting-3 is actually used 50 percent of the time of  ||
Iter   2727/10000000, B2728, 8.7 Mt | Loss  2.131091, PPL      8.42  1.606959 | F  86.0 ms, B 221.7 ms | 10.33 Kt/s | O: lenge to make it really meaningful. For this gratitude practice, | P: llenge to make it really meaningful. For this prospect practice,  ||
Iter   2728/10000000, B2729, 8.7 Mt | Loss  2.184474, PPL      8.89  1.686614 | F  80.2 ms, B 258.3 ms | 9.40 Kt/s | O: ed on plants, real damage in their natural habitats is low. They | P: g feed on plants, real damage in their natural-party is low. the  ||
Iter   2729/10000000, B2730, 8.7 Mt | Loss  1.594420, PPL      4.93  1.730378 | F  70.7 ms, B 230.3 ms | 10.56 Kt/s | O:  London; and Jamaican-born settler to Edinburgh John Edmonstone, | P: ridwell, south London; and PCR came the.A to op),].130 volcanic,  ||
Iter   2730/10000000, B2731, 8.7 Mt | Loss  1.652402, PPL      5.22  1.594645 | F  85.7 ms, B 265.1 ms | 9.07 Kt/s | O: trees in California had died after four years of extreme drought | P: illion trees in California had died after four years of drawing,  ||
Iter   2731/10000000, B2732, 8.7 Mt | Loss  1.973639, PPL      7.20  1.545610 | F  85.4 ms, B 246.0 ms | 9.58 Kt/s | O: thering place and a first-aid center.\nTRIDENT CREEK FALLS\nFrom | P: and a firstatiid center.\n collectwalls C FirewallK FirewallS\n-  ||
Iter   2732/10000000, B2733, 8.7 Mt | Loss  1.775830, PPL      5.91  1.541217 | F  95.0 ms, B 243.3 ms | 9.40 Kt/s | O:  the network you connect.\nWhen your device is assigned a static | P:  by the network you connect.\nWhen your device is assigned a the  ||
Iter   2733/10000000, B2734, 8.7 Mt | Loss  1.778312, PPL      5.92  1.507160 | F  76.3 ms, B 248.5 ms | 9.79 Kt/s | O: smallest of the three, and are known for their delicate size and | P: he missions of the three, and are known for their delicate size,  ||
Iter   2734/10000000, B2735, 8.7 Mt | Loss  1.742675, PPL      5.71  1.674310 | F  69.3 ms, B 242.5 ms | 10.19 Kt/s | O: ng of an ‘active’ nature which is incorporated into hypnotherapy | P: nything of an ‘active’ nature which is incorporated into driftn,  ||
Iter   2735/10000000, B2736, 8.8 Mt | Loss  1.721108, PPL      5.59  1.819386 | F  73.3 ms, B 236.7 ms | 10.26 Kt/s | O: its natural colour. Melanin is made in the skin by pigment cells | P: n its natural mice. planets But is made in the skin by upcoming.  ||
Iter   2736/10000000, B2737, 8.8 Mt | Loss  1.998023, PPL      7.37  1.450450 | F  94.9 ms, B 233.3 ms | 9.68 Kt/s | O: alizing all members of a market reduces differential opportunity | P: l: Helsinkiizing all members of a market universities collector,  ||
Iter   2737/10000000, B2738, 8.8 Mt | Loss  1.829917, PPL      6.23  1.782775 | F  89.9 ms, B 207.5 ms | 10.68 Kt/s | O: advantages of acetate fabric is its susceptibility to wrinkling. | P: terminal of Do fabric is itswalls towalls chain capabilities and  ||
Iter   2738/10000000, B2739, 8.8 Mt | Loss  1.623999, PPL      5.07  1.708964 | F  67.9 ms, B 205.7 ms | 11.60 Kt/s | O:  strategies employed by hackers, you can take proactive measures | P: g the strategies employed by hackers, you can take motivation to  ||
Iter   2739/10000000, B2740, 8.8 Mt | Loss  1.703437, PPL      5.49  1.783331 | F  81.5 ms, B 231.6 ms | 10.15 Kt/s | O:  lowercase letters, numbers, and symbols. Additionally, consider | P:  rewarded andira yield, numbers, and enormous. Additionally, the  ||
Iter   2740/10000000, B2741, 8.8 Mt | Loss  1.840355, PPL      6.30  1.602834 | F  68.7 ms, B 238.4 ms | 10.35 Kt/s | O: ble to blackout-proof your premises.\nRead this, and do not rely | P: , it is possible to.W firewall your°.\nRead this, and do not the  ||
Iter   2741/10000000, B2742, 8.8 Mt | Loss  1.740414, PPL      5.70  1.491631 | F  73.7 ms, B 228.2 ms | 10.53 Kt/s | O: ability\nThe shift to digital classrooms has also contributed to | P: act and paired\nThe shift to digital DNA has also contributed to  ||
Iter   2742/10000000, B2743, 8.8 Mt | Loss  1.784143, PPL      5.95  1.469021 | F  87.2 ms, B 239.1 ms | 9.74 Kt/s | O: t month on primordial black holes and realizing during a morning | P: king last month on Gest black holes and perceptions during a the  ||
Iter   2743/10000000, B2744, 8.8 Mt | Loss  1.710858, PPL      5.53  1.564368 | F  71.5 ms, B 209.3 ms | 11.31 Kt/s | O: er follow-up shots and enhanced control.\n- .40 Caliber: The .40 | P: ollow refer lesions and appearance control.\n- .40186 Ty: The .,  ||
Iter   2744/10000000, B2745, 8.8 Mt | Loss  1.415596, PPL      4.12  1.488235 | F  83.3 ms, B 205.0 ms | 11.02 Kt/s | O:  So, try to find ways to relax and stay calm. This could be like | P: So, try to find ways to mitigate and stay calm. This could be be  ||
Iter   2745/10000000, B2746, 8.8 Mt | Loss  1.919962, PPL      6.82  1.272757 | F  80.0 ms, B 236.0 ms | 10.06 Kt/s | O: ng Up Father comics\nOne gets the impression that McManus simply | P: cetate Up chipuds\nOne persons the footprint that Mc blockingus,  ||
Iter   2746/10000000, B2747, 8.8 Mt | Loss  2.320556, PPL     10.18  1.519250 | F  75.2 ms, B 249.3 ms | 9.80 Kt/s | O: ets cranked up, bringing the creosote up to ignition temperature | P: e AC getsively Gest up, bringing the ACos separation up to Gest,  ||
Iter   2747/10000000, B2748, 8.8 Mt | Loss  2.227957, PPL      9.28  1.809763 | F  84.1 ms, B 205.9 ms | 10.96 Kt/s | O: ited a reserve in Manitoba to underline the plight of Indigenous | P: regime actually Asia a AC in caliber to worked the hollow of the  ||
Iter   2748/10000000, B2749, 8.8 Mt | Loss  1.675768, PPL      5.34  1.551446 | F  67.5 ms, B 241.2 ms | 10.30 Kt/s | O:  software development.\nThis comprehensive guide aims to unravel | P: e of software development.\nThis comprehensive guide aims to the  ||
Iter   2749/10000000, B2750, 8.8 Mt | Loss  2.090450, PPL      8.09  1.599653 | F  80.5 ms, B 230.1 ms | 10.23 Kt/s | O:  he realized that his security product could be put to wider use | P: , he realized that his security product could be put to wider to  ||
Iter   2750/10000000, B2751, 8.8 Mt | Loss  1.496888, PPL      4.47  1.647097 | F  77.0 ms, B 255.9 ms | 9.55 Kt/s | O: We believe that they represent an under-utilized policy tool for | P:  We believe that they ethical an under heavenized policy tool to  ||
Iter   2751/10000000, B2752, 8.8 Mt | Loss  1.867809, PPL      6.47  1.343111 | F  78.9 ms, B 231.0 ms | 10.25 Kt/s | O: eving women’s suffrage. The exhibition told the story of women’s | P: ng women’s suff caliber. The breaches told the story of women of  ||
Iter   2752/10000000, B2753, 8.8 Mt | Loss  1.418097, PPL      4.13  1.478788 | F  78.1 ms, B 213.1 ms | 10.91 Kt/s | O: are?\nWestern biomedical science is often considered as the main | P: are?\n corners melanoma science is often considered as the world  ||
Iter   2753/10000000, B2754, 8.8 Mt | Loss  2.338785, PPL     10.37  1.480474 | F  71.3 ms, B 232.4 ms | 10.46 Kt/s | O: aining a clean coop and yard, and regularly monitoring for signs | P: ning a clean catering andature, and regularly monitoring for the  ||
Iter   2754/10000000, B2755, 8.8 Mt | Loss  2.284503, PPL      9.82  1.786249 | F  84.9 ms, B 212.5 ms | 10.69 Kt/s | O: ncluded 339 teenagers, ages 13 and 14, who took half for 2 years | P: uded -defense unauthorized, ages 13 and 14, who took half for 2,  ||
Iter   2755/10000000, B2756, 8.8 Mt | Loss  1.674057, PPL      5.33  1.584995 | F  84.2 ms, B 222.3 ms | 10.36 Kt/s | O: lion people who would not otherwise be able to afford healthcare | P: .7 million people who would not otherwise be able to thousand in  ||
Iter   2756/10000000, B2757, 8.8 Mt | Loss  2.001498, PPL      7.40  1.381074 | F  71.9 ms, B 255.3 ms | 9.72 Kt/s | O: method places great emphasis on ear training and good technique. | P: d places great emphasis on accident training and good technique,  ||
Iter   2757/10000000, B2758, 8.8 Mt | Loss  2.121672, PPL      8.35  1.810830 | F  82.7 ms, B 214.4 ms | 10.69 Kt/s | O: ided.\n- Wikipedia article on 10-foot user interface: wikipedia: | P: om should be extreme.\n- comfort article on 10uc hours Part:cca,  ||
Iter   2758/10000000, B2759, 8.8 Mt | Loss  1.626625, PPL      5.09  1.658708 | F  83.1 ms, B 222.6 ms | 10.40 Kt/s | O: orking in unison from the same set of plans and towards a common | P: orking in un Safety from the same set of plans and towards a the  ||
Iter   2759/10000000, B2760, 8.8 Mt | Loss  1.804766, PPL      6.08  1.476347 | F  77.3 ms, B 233.1 ms | 10.23 Kt/s | O: ensions”:\n- Politico-military dimension: including arms control | P:  areas or “ Moy”:\n- Shirleyimer-m tensionsnet: including-level,  ||
Iter   2760/10000000, B2761, 8.8 Mt | Loss  2.027722, PPL      7.60  1.550266 | F  77.8 ms, B 211.6 ms | 10.98 Kt/s | O: competitive, this is just a reminder to be careful and strategic | P:  to stay competitive, this is just a reminder to be careful and.  ||
Iter   2761/10000000, B2762, 8.8 Mt | Loss  1.794112, PPL      6.01  1.764596 | F  85.7 ms, B 223.0 ms | 10.28 Kt/s | O: modern linguistic sciences that emerged at the beginning of the  | P:  of theim hacking false that emerged at the beginning of the the  ||
Iter   2762/10000000, B2763, 8.8 Mt | Loss  1.954978, PPL      7.06  1.719644 | F  85.0 ms, B 256.3 ms | 9.32 Kt/s | O: est proximity function to use is distance to .\n- When the world | P: he best credits function to use is distance to .\n- When the the  ||
Iter   2763/10000000, B2764, 8.8 Mt | Loss  1.935507, PPL      6.93  1.526018 | F  72.1 ms, B 208.9 ms | 11.31 Kt/s | O: eritage. Through its exceptional variety of trees, scenic views, | P: heritage. Through its court variety of trees, nationality views,  ||
Iter   2764/10000000, B2765, 8.8 Mt | Loss  1.527981, PPL      4.61  1.737177 | F  76.0 ms, B 216.4 ms | 10.84 Kt/s | O: n, a doctoral student in astronomy and first author of the paper | P: or Cal134, a IR student in eradicate and first author of the the  ||
Iter   2765/10000000, B2766, 8.8 Mt | Loss  1.544619, PPL      4.69  1.609410 | F  71.6 ms, B 219.4 ms | 10.92 Kt/s | O:  focus on the character of Shackleton and the story of Endurance | P:  that focus on the character of snakes cuc and the story of End,  ||
