start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter    304/10000000, B305, 1.0 Mt | Loss  7.902622, PPL   2704.36  1.213515 | F  67.1 ms, B 203.4 ms | 11.74 Kt/s | O: ts and is responsible for low-energy trend-setting buildings and | P: f of of the, the, and and and and of and and and and and and and  ||
Iter    305/10000000, B306, 1.0 Mt | Loss  7.421887, PPL   1672.19  1.782745 | F  90.5 ms, B 222.9 ms | 10.13 Kt/s | O: do you need to apply developer? Generally, liver tumors, whether | P: ,,,,,, to to to to,,,,,,,,,,,,,,,, to,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    306/10000000, B307, 1.0 Mt | Loss  8.063816, PPL   3177.39  1.183604 | F  70.3 ms, B 210.2 ms | 11.31 Kt/s | O: ching and Education (it replaces the previous plaque disappeared | P: of the,,,,,, the,,,,,, the the the the the,,,,,,,,,,,,, the the,  ||
Iter    307/10000000, B308, 1.0 Mt | Loss  7.758276, PPL   2340.87  1.012805 | F  85.0 ms, B 223.3 ms | 10.31 Kt/s | O: hatology as a whole. See my book, Torah To Telos, The Passing of | P: of of of of of of of of of the the the the the the the of of the  ||
Iter    308/10000000, B309, 1.0 Mt | Loss  8.527268, PPL   5050.63  8.706273 | F  80.1 ms, B 207.1 ms | 11.06 Kt/s | O: ould pass from “the law” – including chapter 32- until every jot | P: n.\n       .,       ....        ....                      ..      ||
Iter    309/10000000, B310, 1.0 Mt | Loss  7.935124, PPL   2793.71  1.520224 | F  69.7 ms, B 207.2 ms | 11.47 Kt/s | O:  various orthologues of Sp-Cas9, including St1-Cas9 and Sa-Cas9, | P: ......,..,,,,,,,,,,,.,,,.,,,,,,,.,,,,,,,,,,,,,,,,,,,.....,,,,,,,  ||
Iter    310/10000000, B311, 1.0 Mt | Loss  7.484150, PPL   1779.61  1.204744 | F  82.7 ms, B 240.5 ms | 9.84 Kt/s | O: ix months, bleach starts to degrade. Even in its original bottle | P:  to to to to to to to to to to to to  to to to to to to to to to  ||
Iter    311/10000000, B312, 1.0 Mt | Loss  7.788374, PPL   2412.39  1.184751 | F  75.6 ms, B 284.2 ms | 8.85 Kt/s | O: : Angelina Jolie Set To Make Her MCU Debut With 'The Eternals'\n | P:  the the the the the the the the the the the the the the the the  ||
Iter    312/10000000, B313, 1.0 Mt | Loss  7.747302, PPL   2315.32  1.252861 | F  82.7 ms, B 245.1 ms | 9.70 Kt/s | O: a, French is one of the two official languages and a top selling | P:  the the the the the the the the the the the the the the the the  ||
Iter    313/10000000, B314, 1.0 Mt | Loss  7.598577, PPL   1995.35 11.254685 | F  91.6 ms, B 227.0 ms | 9.96 Kt/s | O: nIt was dirty. This is the traditional picture of medieval life. | P:  the the the the the the the the the the the the the the the the  ||
Iter    314/10000000, B315, 1.0 Mt | Loss  7.810674, PPL   2466.79  1.093788 | F  98.0 ms, B 288.0 ms | 8.24 Kt/s | O: ehicle. Ejected passengers in a crash are twice as likely to die | P:  the the the the the the the the the the the the the the the the  ||
Iter    315/10000000, B316, 1.0 Mt | Loss  7.871094, PPL   2620.43  1.304553 | F  97.5 ms, B 241.9 ms | 9.32 Kt/s | O: esulting in a lower yield. Follow the recommended guidelines and | P:  the the the the the the the the the the the the the the the the  ||
Iter    316/10000000, B317, 1.0 Mt | Loss  8.102021, PPL   3301.13  1.383723 | F  86.5 ms, B 230.7 ms | 10.03 Kt/s | O: is triggered by lifestyle and diet habits.\nYou are more at risk | P: f,, of of of of,,,, of of of of,,,, the,,, of of of of of,,,,,,,  ||
Iter    317/10000000, B318, 1.0 Mt | Loss  8.006826, PPL   3001.38  1.513694 | F  88.4 ms, B 279.2 ms | 8.66 Kt/s | O: age, the serum sample does not Discolorize. On prolonged storage | P: ,,,,,,,,,,,,, the the the the,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    318/10000000, B319, 1.0 Mt | Loss  8.421941, PPL   4545.72  1.194905 | F  97.3 ms, B 252.1 ms | 9.10 Kt/s | O: ple times to achieve the desired depth of color.\n- Weaving: The | P:  the the the the the the the the the the and the the the the the  ||
Iter    319/10000000, B320, 1.0 Mt | Loss  8.295823, PPL   4007.10  1.535551 | F  85.3 ms, B 275.4 ms | 8.82 Kt/s | O: nfluenced by adding three different concentrations of active Sac | P: he the the the....,,,,. of..,,,, the the the the.......... of of  ||
Iter    320/10000000, B321, 1.0 Mt | Loss  7.801489, PPL   2444.24  1.286267 | F  97.5 ms, B 267.2 ms | 8.72 Kt/s | O: , where the majority of digestion takes place. In order to break | P: the, the the the and and and and and and and and the the the the  ||
Iter    321/10000000, B322, 1.0 Mt | Loss  7.860816, PPL   2593.63  1.021690 | F  73.5 ms, B 287.0 ms | 8.82 Kt/s | O: compel websites to remove content that is posted or re-posted by | P: f of of of,,,, of of of of, to, to,,,, of of of of,,, of, to to,  ||
Iter    322/10000000, B323, 1.0 Mt | Loss  7.923154, PPL   2760.46  1.087252 | F  68.4 ms, B 306.2 ms | 8.49 Kt/s | O: n name, “passionflower.”\nThe use of passionflower for medicinal | P: ,,,,,,,,,,,, of,,,,,,, of, of of,,,, of of,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    323/10000000, B324, 1.0 Mt | Loss  7.669683, PPL   2142.40  1.020223 | F  77.7 ms, B 288.3 ms | 8.69 Kt/s | O: hments by U.S. women in Olympic competition and impressive gains | P:  and,,.... and and......,,,,....,,,, and and and and............  ||
Iter    324/10000000, B325, 1.0 Mt | Loss  7.716323, PPL   2244.69  1.293595 | F 104.7 ms, B 265.6 ms | 8.59 Kt/s | O: \nWhile armadillos are not typically thought of as picky eaters, | P: ,,,, and,,,,,,,,,,, and and and and,,,, and and,,,,,,,, and,,,,,  ||
Iter    325/10000000, B326, 1.0 Mt | Loss  7.838574, PPL   2536.59  1.448308 | F 102.1 ms, B 242.7 ms | 9.22 Kt/s | O: ends and editors, and one was auctioned for charity, fetching $3 | P: ,,,,,, of,,,,,,,,,,,,,,, of,,,,,,, and and and and,,,, of,,,,,,,  ||
Iter    326/10000000, B327, 1.0 Mt | Loss  7.680513, PPL   2165.73  1.074141 | F  85.1 ms, B 217.1 ms | 10.52 Kt/s | O: dog to chow down on as much as he wants. One health concern with | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    327/10000000, B328, 1.0 Mt | Loss  8.015342, PPL   3027.04  1.323826 | F  77.9 ms, B 216.9 ms | 10.78 Kt/s | O: cation, it’s essential to speak with your doctor before starting | P: ,,,,,,,,,,,,,,,,,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    328/10000000, B329, 1.0 Mt | Loss  7.805234, PPL   2453.41  1.272432 | F  85.9 ms, B 214.7 ms | 10.57 Kt/s | O: body showed that the organs had decayed rapidly, becoming “dried | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    329/10000000, B330, 1.1 Mt | Loss  7.656812, PPL   2115.00  1.091237 | F  75.7 ms, B 232.6 ms | 10.29 Kt/s | O: society and strictly regulating these contraceptive methods didn | P: e the the,,, the the the the the the, the the the the the the,,,  ||
Iter    330/10000000, B331, 1.1 Mt | Loss  7.354629, PPL   1563.42  0.907977 | F 100.1 ms, B 215.0 ms | 10.09 Kt/s | O: er for this event. Volunteer with your club, family, friends, or | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    331/10000000, B332, 1.1 Mt | Loss  7.643581, PPL   2087.21  1.205850 | F  81.2 ms, B 207.0 ms | 11.02 Kt/s | O: t them into groups of two or three. Giving the child only one of | P:  the the the the the the the the the the the the the the the the  ||
Iter    332/10000000, B333, 1.1 Mt | Loss  7.821126, PPL   2492.71  1.129240 | F  81.6 ms, B 219.0 ms | 10.58 Kt/s | O: n its specific IEP requirements, but a few components that every | P: ,,, the the, the the the the the the of, the the the the the,,,,  ||
Iter    333/10000000, B334, 1.1 Mt | Loss  7.538142, PPL   1878.34  1.230320 | F  70.6 ms, B 219.0 ms | 10.97 Kt/s | O: on.\nThey will always perform the same way and not seek a way to | P:  the the the the the the the the the the the the the the the the  ||
Iter    334/10000000, B335, 1.1 Mt | Loss  7.718813, PPL   2250.29  1.034832 | F  79.3 ms, B 211.0 ms | 10.94 Kt/s | O: a roommate of a specific sex to anyone not currently identifying | P: e the the the the the of of of of the of the the the the the the  ||
Iter    335/10000000, B336, 1.1 Mt | Loss  7.712080, PPL   2235.19  1.127953 | F  80.3 ms, B 219.7 ms | 10.59 Kt/s | O: r guinea pig with important vitamins and nutrients while keeping | P:  the the the the and and and and and and and and and and and and  ||
Iter    336/10000000, B337, 1.1 Mt | Loss  7.729311, PPL   2274.04  1.614045 | F  78.1 ms, B 221.6 ms | 10.59 Kt/s | O: re, or in any past or future made possible by the Timeless chip. | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, to,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    337/10000000, B338, 1.1 Mt | Loss  7.496970, PPL   1802.57  1.108076 | F  77.3 ms, B 224.0 ms | 10.55 Kt/s | O: rch for individual letters every time they type down a word. Not | P: o to to to to to to to to to to to to to to to to to to to to to  ||
Iter    338/10000000, B339, 1.1 Mt | Loss  7.723679, PPL   2261.26  1.321876 | F  73.5 ms, B 218.1 ms | 10.90 Kt/s | O: th and well-being. Including a mix of complex carbohydrates like | P: o to to to to,, to to to to to to to to to to to to to to to and  ||
Iter    339/10000000, B340, 1.1 Mt | Loss  7.950269, PPL   2836.34  1.142123 | F  67.9 ms, B 205.8 ms | 11.60 Kt/s | O: uy Handcrafted Art, Support Local Communities\nStep into a world | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    340/10000000, B341, 1.1 Mt | Loss  7.965334, PPL   2879.39  1.015081 | F  73.5 ms, B 205.9 ms | 11.37 Kt/s | O: various puzzles and challenges, the program will stimulate kids’ | P:  and and,,,,,,,, and and and and and and and and and and and and  ||
Iter    341/10000000, B342, 1.1 Mt | Loss  8.252872, PPL   3838.63  4.725123 | F  74.7 ms, B 208.6 ms | 11.20 Kt/s | O: ss to free labor and profit margins dropped. Also, the Dutch had | P: the,,, the, the, and and and, the...,,,,,,,,,,,,,,,,..,..,,,..,,  ||
Iter    342/10000000, B343, 1.1 Mt | Loss  8.110483, PPL   3329.19  1.338406 | F  79.6 ms, B 214.3 ms | 10.79 Kt/s | O: t's worth noting that while effective at resisting oxidation, it | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    343/10000000, B344, 1.1 Mt | Loss  7.655178, PPL   2111.55  1.076244 | F  87.9 ms, B 197.3 ms | 11.10 Kt/s | O: ">Kidney Patients Medicine Expenses Cut by Eating More Fruit and | P:  and and,,,,. and and and and....,,,, and...,,,,,,,,............  ||
Iter    344/10000000, B345, 1.1 Mt | Loss  7.866494, PPL   2608.40  1.169680 | F  70.4 ms, B 211.2 ms | 11.27 Kt/s | O: eving green lab certification.\nThe authors add: “Going green in | P:  the the the the the the the the the the the the the the the the  ||
Iter    345/10000000, B346, 1.1 Mt | Loss  7.662903, PPL   2127.93  1.110675 | F  79.2 ms, B 208.1 ms | 11.05 Kt/s | O: function.\nRegular check-ups and awareness of potential symptoms | P: of,, of,,,, the the the the of of of of of the the the the, the,  ||
Iter    346/10000000, B347, 1.1 Mt | Loss  7.443369, PPL   1708.50  1.084574 | F  72.0 ms, B 220.9 ms | 10.84 Kt/s | O:  in the per-head consumption of starchy roots and pulses as well | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    347/10000000, B348, 1.1 Mt | Loss  7.661311, PPL   2124.54  1.168955 | F  75.8 ms, B 201.7 ms | 11.42 Kt/s | O:  your boundaries, try placing boundaries on yourself rather than | P:  the the the the the the the the the the the the the the the the  ||
Iter    348/10000000, B349, 1.1 Mt | Loss  8.087600, PPL   3253.87  1.188959 | F  85.8 ms, B 211.3 ms | 10.70 Kt/s | O: bies\nFavorite Songs by Dido\nCute Baby Donkeys\nFavorite Images | P: f of of the the the the of of of of the the the the the of of of  ||
Iter    349/10000000, B350, 1.1 Mt | Loss  7.840918, PPL   2542.54  1.388140 | F  68.7 ms, B 221.6 ms | 10.94 Kt/s | O: . This is a good way to fix packet loss.\nHow to fix packet loss | P: o to to to to to to to to to to to to to to to to to to to to to  ||
Iter    350/10000000, B351, 1.1 Mt | Loss  7.477053, PPL   1767.03  1.163695 | F  91.1 ms, B 229.2 ms | 9.93 Kt/s | O:  considered ‘strong’ or ‘healthy’, or what to look out for? Here | P:  to, to to of,,,,,,,,,,,,,,, to to to to of to to to to to to to  ||
Iter    351/10000000, B352, 1.1 Mt | Loss  7.674988, PPL   2153.80  1.293855 | F  72.6 ms, B 214.5 ms | 11.07 Kt/s | O: ally once per month. Parents are often taught massage techniques | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    352/10000000, B353, 1.1 Mt | Loss  8.500969, PPL   4919.53  1.243600 | F  79.6 ms, B 217.9 ms | 10.69 Kt/s | O: ises when pulpwood is cooked in a digester thereby removing lign | P: e the the to the the the of of of of of the the the the to to to  ||
Iter    353/10000000, B354, 1.1 Mt | Loss  7.746914, PPL   2314.42  1.873053 | F  85.9 ms, B 240.2 ms | 9.75 Kt/s | O:  Enniscorthy, Wexford, and briefly Gorey. The rebellion ended in | P: ,,,,,...,..,,,,,,,,,,,,,,,,,,,,,.,..,,,,,,,,,,,,,,,,,,,,,...,,,,  ||
Iter    354/10000000, B355, 1.1 Mt | Loss  7.278181, PPL   1448.35  1.088037 | F  69.3 ms, B 206.3 ms | 11.53 Kt/s | O: opy it: I may want to be a great musician, but unless I have the | P: o to to to to to to to to to to to to to to to to to to to to to  ||
Iter    355/10000000, B356, 1.1 Mt | Loss  7.739304, PPL   2296.87  1.288077 | F  75.0 ms, B 206.7 ms | 11.25 Kt/s | O:  attacks and virus-related cold sores. Understanding how roof of | P: nd and and and and and to to and and and and and and and and and  ||
Iter    356/10000000, B357, 1.1 Mt | Loss  7.795020, PPL   2428.48  1.406254 | F  79.7 ms, B 212.8 ms | 10.87 Kt/s | O: c et al. 2003; Jensen 1994; Jensen & Johnson 1994). However, one | P: ......,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,  ||
Iter    357/10000000, B358, 1.1 Mt | Loss  7.884956, PPL   2657.01  1.430306 | F 113.1 ms, B 229.1 ms | 9.29 Kt/s | O:  and women; see sex and intelligence). In contrast, others claim | P: the and and and and to to to and and and and and the the the the  ||
Iter    358/10000000, B359, 1.1 Mt | Loss  7.819863, PPL   2489.56  1.122106 | F  76.9 ms, B 212.6 ms | 10.95 Kt/s | O:  such a moment in the United States. The fall of the Berlin Wall | P:  the the the the the the the of of of of of of of of of of of of  ||
Iter    359/10000000, B360, 1.1 Mt | Loss  7.828652, PPL   2511.54  1.168167 | F  77.9 ms, B 222.7 ms | 10.57 Kt/s | O: s, sesame seeds, cashews, almonds, prunes, bananas, leafy greens | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    360/10000000, B361, 1.2 Mt | Loss  7.877686, PPL   2637.76  1.098117 | F  80.3 ms, B 228.8 ms | 10.28 Kt/s | O: going into the hospital, the efficacy went up, in some cases to  | P:  the the the,,,, the the the the the the the the the the the the  ||
Iter    361/10000000, B362, 1.2 Mt | Loss  7.797727, PPL   2435.06  1.268682 | F  91.2 ms, B 246.2 ms | 9.42 Kt/s | O: th the emergence of a new predominant variant of norovirus genog | P:  of of of of the the the the of of of of of of of of of of of of  ||
Iter    362/10000000, B363, 1.2 Mt | Loss  7.672168, PPL   2147.73  1.081739 | F  96.3 ms, B 263.4 ms | 8.85 Kt/s | O: e health of your Freon compressor.\nFreon leaks can be a serious | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, and and and and,,,,,,,,,,, and  ||
Iter    363/10000000, B364, 1.2 Mt | Loss  7.391892, PPL   1622.77  1.236597 | F  94.0 ms, B 271.7 ms | 8.70 Kt/s | O: tions can be divided following the order :\n– 1st end chamfering | P: the and and and. the the the the the the the the the the the the  ||
Iter    364/10000000, B365, 1.2 Mt | Loss  8.056306, PPL   3153.62  1.189190 | F  86.2 ms, B 239.1 ms | 9.77 Kt/s | O: medications called antihistamines. It works nearby blocking hist | P:  and and and and and and and and and and and and and and and and  ||
Iter    365/10000000, B366, 1.2 Mt | Loss  7.810996, PPL   2467.59  0.966829 | F  80.8 ms, B 222.8 ms | 10.46 Kt/s | O: , and residential uses.\nMicrobial contaminants, such as viruses | P: d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, and and and and,,,,,,,,,,, and  ||
Iter    366/10000000, B367, 1.2 Mt | Loss  7.805608, PPL   2454.33  0.966126 | F  86.4 ms, B 241.8 ms | 9.68 Kt/s | O:  works that began as magazine articles exposed corruption in the | P:        .                 ,         the the the the of          ,  ||
Iter    367/10000000, B368, 1.2 Mt | Loss  7.519131, PPL   1842.96  1.244702 | F  87.6 ms, B 220.4 ms | 10.32 Kt/s | O: ls listing the ingredients. Election of 1912: Roosevelt returned | P: e the the the.... the.. the the... the the the the........... of  ||
Iter    368/10000000, B369, 1.2 Mt | Loss  7.437940, PPL   1699.25  1.174515 | F  76.9 ms, B 215.2 ms | 10.88 Kt/s | O: reigns; the King of all the kings; Lord of all the lords; who is | P: he the the the the the the of of of of of of of of the of of the  ||
Iter    369/10000000, B370, 1.2 Mt | Loss  7.525571, PPL   1854.87  1.123026 | F  88.7 ms, B 215.2 ms | 10.46 Kt/s | O:  is high at 11 per 1,000 incidents and the risk of injury is 195 | P: ,,,,,,,,....,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,,,,,,,,,  ||
Iter    370/10000000, B371, 1.2 Mt | Loss  7.883872, PPL   2654.13  1.570689 | F  80.5 ms, B 210.1 ms | 10.94 Kt/s | O: d British officials have endorsed the latest boosters only for a | P: e the the of,, of the the the the of,,, of of of of of of of the  ||
Iter    371/10000000, B372, 1.2 Mt | Loss  7.765867, PPL   2358.70  1.076844 | F  66.7 ms, B 213.9 ms | 11.32 Kt/s | O: e bin? If so, print out this handy guide for a quick overview of | P: ,,,,,,,,,,,,,,,,,,,,, the the, the the the the the of,,,,,,,,,,,  ||
Iter    372/10000000, B373, 1.2 Mt | Loss  7.595860, PPL   1989.94  1.096128 | F  80.8 ms, B 200.5 ms | 11.30 Kt/s | O: lt to navigate in relationships. But if they occur consistently, | P: e the the the,,, the the the the,,,, of of of of the the the the  ||
Iter    373/10000000, B374, 1.2 Mt | Loss  7.646582, PPL   2093.48  1.016824 | F  75.4 ms, B 228.2 ms | 10.47 Kt/s | O: tion of netizens. How to enable these services? What is the use? | P:  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    374/10000000, B375, 1.2 Mt | Loss  7.541936, PPL   1885.48  1.389964 | F  77.5 ms, B 205.3 ms | 11.23 Kt/s | O:  effective than one who practices one technique after another.\n | P: nd the and and,,,,,,,. the the the the the the the the the.. the  ||
Iter    375/10000000, B376, 1.2 Mt | Loss  7.782253, PPL   2397.67  1.523093 | F  90.4 ms, B 218.7 ms | 10.28 Kt/s | O: y state governments. These governments are granted a monopoly on | P: the,,, the, the the the and and and and and and and the. the the  ||
Iter    376/10000000, B377, 1.2 Mt | Loss  7.585012, PPL   1968.47  1.250893 | F  77.6 ms, B 214.0 ms | 10.90 Kt/s | O: the world would go through seven ages of one thousand years that | P:  the the the the the the the the the the the the the the the the  ||
Iter    377/10000000, B378, 1.2 Mt | Loss  7.499250, PPL   1806.69  1.670099 | F  83.4 ms, B 211.8 ms | 10.77 Kt/s | O: dividuals and their families. Whether through ancestry, marriage | P: d and and,,,,,,, and and and and and and and and and and and and  ||
Iter    378/10000000, B379, 1.2 Mt | Loss  7.745364, PPL   2310.83  0.956167 | F  78.4 ms, B 209.5 ms | 11.04 Kt/s | O: ested dogs: Dogs can get fleas through direct contact with other | P:                  , the the   ---  the\n\n\n    \n\n\n\n the\n\n,  ||
Iter    379/10000000, B380, 1.2 Mt | Loss  7.672488, PPL   2148.42  1.814483 | F  72.2 ms, B 206.6 ms | 11.38 Kt/s | O: gs lick as a sign of affection or to groom themselves, excessive | P: to,,, and and and and and to,,,,,,, to to to and and and and,,,,  ||
Iter    380/10000000, B381, 1.2 Mt | Loss  7.730576, PPL   2276.91  1.735097 | F  88.4 ms, B 214.7 ms | 10.49 Kt/s | O: ion, exercise, and seeking professional advice when necessary.\n | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    381/10000000, B382, 1.2 Mt | Loss  7.784951, PPL   2404.15  1.133359 | F  74.8 ms, B 213.3 ms | 11.02 Kt/s | O: ngs built over the water on piles. After Schmidt.\nThe following | P: ,....,,,,,,,,,, the,,,.,,,,,,,,,,,,,,,,,,,.. the the the the,,,,  ||
Iter    382/10000000, B383, 1.2 Mt | Loss  7.791960, PPL   2421.06  1.085241 | F 125.5 ms, B 216.2 ms | 9.31 Kt/s | O: ause damage to even the sturdiest of sheds, so it’s important to | P: ,,,,,,,,,,,, to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    383/10000000, B384, 1.2 Mt | Loss  7.624924, PPL   2048.63  1.042178 | F  82.7 ms, B 202.2 ms | 11.15 Kt/s | O: During the war, the country’s capital, Sarajevo, was under seige | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    384/10000000, B385, 1.2 Mt | Loss  7.662949, PPL   2128.02  1.068433 | F  74.6 ms, B 206.7 ms | 11.30 Kt/s | O: ue and food.\nThe likelihood of developing pit and fissure decay | P:  the the the the and and and and and and and and and and and and  ||
Iter    385/10000000, B386, 1.2 Mt | Loss  7.613545, PPL   2025.45  1.102425 | F  74.2 ms, B 237.3 ms | 10.20 Kt/s | O: ssments.\nFor assessment purposes, Teams can be used to document | P: ,,,, to to to to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    386/10000000, B387, 1.2 Mt | Loss  8.216187, PPL   3700.37  1.119691 | F  72.1 ms, B 211.5 ms | 11.20 Kt/s | O: ary lesions developing from normal ovarian tissues and secondary | P: ,,, the the the the, and and and and and and and and and and and  ||
Iter    387/10000000, B388, 1.2 Mt | Loss  8.203510, PPL   3653.75  1.350984 | F  72.5 ms, B 227.8 ms | 10.58 Kt/s | O: novel treatments such as SBRT, intensity-modulated radiotherapy, | P: e,,,,,,, the,,,,,,,,, the the the the the, the. the,,,, the, the  ||
Iter    388/10000000, B389, 1.2 Mt | Loss  7.424170, PPL   1676.01  1.262134 | F  76.8 ms, B 216.1 ms | 10.85 Kt/s | O: ired aesthetics.\nArmed with this knowledge, you can confidently | P: o to to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, and,,,,, and, and  ||
Iter    389/10000000, B390, 1.2 Mt | Loss  7.795190, PPL   2428.89  1.027384 | F  71.5 ms, B 216.0 ms | 11.03 Kt/s | O: ng fix the problem, yet they’re essentially making it worse. The | P: e the the the,... the the the the,,, the.... the. the the... the  ||
Iter    390/10000000, B391, 1.2 Mt | Loss  7.854027, PPL   2576.09  1.014293 | F  98.1 ms, B 206.5 ms | 10.43 Kt/s | O: ng to make connections, links and develop their understanding of | P: o to to to to to to to to to to to to to to to to to to to to to  ||
Iter    391/10000000, B392, 1.3 Mt | Loss  7.649341, PPL   2099.26  1.105216 | F  78.6 ms, B 221.4 ms | 10.60 Kt/s | O: t to gauge the newborn’s overall health and formulate a tailored | P:  to to to to,, to, and and and and and and and and to and and to  ||
Iter    392/10000000, B393, 1.3 Mt | Loss  7.657981, PPL   2117.48  1.220448 | F  74.0 ms, B 214.1 ms | 11.03 Kt/s | O: ng,” says Michael Kearns, founding director of the Warren Center | P: o,,,,,,,,,, the,,,,,,,,,,,,,,,,, the the the the,,,,,,,,,,,,,,,,  ||
Iter    393/10000000, B394, 1.3 Mt | Loss  7.604985, PPL   2008.18  1.107134 | F  83.7 ms, B 245.2 ms | 9.67 Kt/s | O: e, and inadequate light.\nI searched a lot for remedies for this | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
Iter    394/10000000, B395, 1.3 Mt | Loss  7.854502, PPL   2577.31  1.198890 | F  94.6 ms, B 258.7 ms | 9.01 Kt/s | O: hiskey, a sweet treat splurge, or a day at the park, super-agers | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ||
